"The Lilly Faculty Registry reports direct and indirect payments by Lilly, as well as Lilly’s portion of alliance partnership payments, to health care professionals serving as faculty members. When the ""Entity Paid"" is a company, hospital or university, and there is a different name listed as the service provider, it reflects an indirect payment which may or may not actually have been received in whole or in part by the listed service provider. Note: This report is designed to comply with Lilly’s Corporate Integrity Agreement reporting obligations. Due to differences in scope and definitions, the data reported in this report may differ from data included in reports submitted by Lilly for compliance with state payment reporting laws.","","","","","","","",""
"SCHEFF, RONALD J","NEW YORK, NY",NY,"SCHEFF, RONALD J","","46,563","","5 ,300","51,862"
"SCHENK, NANCY","KNOXVILLE, TN",TN,"SCHENK, NANCY","","","",18,18
"SCHESNUK, CHERYL A","CHESTERFIELD, MI",MI,"SCHESNUK, CHERYL A","5,063","","",792,"5,855"
"SCHILDER, RUSSELL J","PHILADELPHIA, PA",PA,"SCHILDER, RUSSELL J","","8,213","",59,"8,272"
"SCHILLER, JOAN H","DALLAS, TX",TX,"SCHILLER, JOAN H","","",750,"",750
"SCHIMMER, BARRY M","PHILADELPHIA, PA",PA,"SCHIMMER, BARRY M","",750,"","",750
"SCHLESINGER, BRENDA","NEWTOWN, PA",PA,"SCHLESINGER, BRENDA","3,206","","",554,"3,760"
"SCHMALZ, WILLIAM J","BLOOMINGTON, IN",IN,"SCHMALZ, WILLIAM J","",556,"","",556
"SCHMELLING, TRACY M","SAN DIEGO, CA",CA,"SCHMELLING, TRACY M","10,100","","1,000",219,"11,319"
"SCHMIDT, LADONA M","SALINA, KS",KS,"SCHMIDT, LADONA M","","5,250","",673,"5,923"
"SCHNEIDE, DEBORAH","SAINT PETERSBURG, FL",FL,"SCHNEIDE, DEBORAH","","1 ,125",938,"","2,063"
"SCHNEIDER, RICHARD L","TACOMA, WA",WA,"SCHNEIDER, RICHARD L","","50,438","","3 ,395","53,832"
"SCHNIEDER, GAIL J","TRACY, MN",MN,"SCHNIEDER, GAIL J","3,844","","",606,"4,450"
"SCHNIEDERS, JULIE S","INDIANAPOLIS, IN",IN,"SCHNIEDERS, JULIE S","3,506","","",100,"3,606"
"SCHOECK, CYNTHIA J","SALT LAKE CITY, UT",UT,"SCHOECK, CYNTHIA J",563,"","","",563
"SCHOEFFLER, EDMUND D","RICHMOND, VA",VA,"SCHOEFFLER, EDMUND D","","1,625","","","1,625"
"SCHOENEWALD, CATHERINE","AKRON, OH",OH,"SCHOENEWALD, CATHERINE","2,963","","",69,"3,032"
"SCHOENKERMAN, AARON B","SAN FRANCISCO, CA",CA,"SCHOENKERMAN, AARON B","","",625,"",625
"SCHONGAR, MARIE A","ALBANY, NY",NY,"SCHONGAR, MARIE A","3,206","","",194,"3,401"
"SCHORR, MANJU D","YUMA, AZ",AZ,"SCHORR, MANJU D","","4,031","","","4,031"
"SCHREIBER, MARK T","VIRGINIA BEACH, VA",VA,"SCHREIBER, MARK T","","50,400","","1 ,203","51,603"
"SCHREMLY, JOHN A","CORBIN, KY",KY,"SCHREMLY, JOHN A","","18,300","","1 ,525","19,825"
"SCHROEDER, JOHN S","PALO ALTO, CA",CA,"SCHROEDER, JOHN S","","4,134","",24,"4,158"
"SCHROEDER, NATALIE","GREEN BAY, WI",WI,"SCHROEDER, NATALIE",488,"","",40,528
"SCHROER, MELISSA L","CINCINNATI, OH",OH,"SCHROER, MELISSA L","","49,850","18,750","5 ,597","74,197"
"SCHULTZ, LINDA A","HICKORY, NC",NC,"SCHULTZ, LINDA A","3,206","","",251,"3,457"
"SCHUMACHER, EVELYN","JACKSONVILLE, FL",FL,"SCHUMACHER, EVELYN","16,763","","","","16,763"
"SCHURLA, MARYANNE","CHICAGO, IL",IL,"SCHURLA, MARYANNE","7,938","","",888,"8,826"
"SCHWARTZ, BRIAN D","GREAT NECK, NY",NY,"SCHWARTZ, BRIAN D","","3,281","",30,"3,311"
"SCHWARTZ, DANIEL J","BETHESDA, MD",MD,"SCHWARTZ, DANIEL J","","",625,7,632
"SCHWARTZ, DAVID A","PLANO, TX",TX,"SCHWARTZ, DAVID A","","43,434","","1 ,399","44,833"
"SCHWARTZ, STANLEY S","ARDMORE, PA",PA,"SCHWARTZ, STANLEY S","","34,725","2,500","2 ,016","39,241"
"SCHWARTZBERG, LEE S","MEMPHIS, TN",TN,"SCHWARTZBERG, LEE S","","3,975","","","3,975"
"SCHWARZE, MARTIN W","SAINT LOUIS, MO",MO,"SCHWARZE, MARTIN W","","7,234","",15,"7,250"
"SCHWARZENBERGER, PAUL O","MOBILE, AL",AL,"SCHWARZENBERGER, PAUL O","","","2,250",38,"2,288"
"SCHWARZWALD, EVAN H","GREAT NECK, NY",NY,"SCHWARZWALD, EVAN H","","1,784","","","1,784"
"SCHWEIGER, MARC J","SPRINGFIELD, MA",MA,"SCHWEIGER, MARC J","","1,434","",8,"1,442"
"SCOTT FLEISCHER, MD, PC","FORT WASHINGTON, PA",PA,"FLEISCHER, SCOTT A","","42,488","","1 ,857","44,345"
"SCOTT P. HOOPES MD, P.A.","MERIDIAN, ID",ID,"HOOPES, SCOTT P","","53,925","2,000","2 ,893","58,818"
"SCOTT, AUDREY","GAHANNA, OH",OH,"SCOTT, AUDREY","4,669","","",112,"4,781"
Entity Paid,"","",Provider of Service,Payments*(All Amounts  in US Dollars)* Payments for reimbursed expenses are not compensation.,"","","",""
Name,Location,State,Name,Patient Education Programs,Healthcare Professional Education Programs,Advising/Consulting & International Education Programs,Certain Travel-Related Expenses,2010 Total
"SCOTT, CYNTHIA H","PITTSBURGH, PA",PA,"SCOTT, CYNTHIA H","","42,900","","6 ,487","49,387"
"SCOTT, FRANK E","ARROYO GRANDE, CA",CA,"SCOTT, FRANK E","","47,650","","4 ,157","51,807"
"SCOTT, JOANN","SPOKANE, WA",WA,"SCOTT, JOANN","2,850","","",44,"2,894"
"SCOTT, THOMAS E","KANSAS CITY, MO",MO,"SCOTT, THOMAS E","","8,200","",100,"8,300"
"SCRABIS, STACEY","ORMOND BEACH, FL",FL,"SCRABIS, STACEY","1,950","","",91,"2,041"
"SCROGIN, JENNIFER","TRAVERSE CITY, MI",MI,"SCROGIN, JENNIFER","5,663","","",604,"6,266"
"SCULLY, KEVIN T","LEXINGTON, KY",KY,"SCULLY, KEVIN T","","2,509","",3,"2,512"
SD HENRY MD PC,"PASADENA, CA",CA,"HENRY, STEPHEN D","","23,988","",611,"24,599"
"SEAMANDS, CRAIG N","COUNCIL BLUFFS, IA",IA,"SEAMANDS, CRAIG N","","19,200","",144,"19,344"
"SEARS, DEBORRAH L","LITTLE ROCK, AR",AR,"SEARS, DEBORRAH L","3,863","","",271,"4,133"
"SEARS, SUSAN G","ALMA, AR",AR,"SEARS, SUSAN G",38,"","","",38
SEATTLE RHEUMATOLOGY CONSULTANTS,"SEATTLE, WA",WA,"JIMENEZ, RICHARD A","","19,725","",595,"20,320"
SEATTLE SCIENCE FOUNDATION,"SEATTLE, WA",WA,"PETERSON, JOHN L","","8,884","","","8,884"
"SECORD, ANGELES A","DURHAM, NC",NC,"SECORD, ANGELES A","","32,513","","5 ,031","37,544"
"SEDLACEK, MICHAEL J","OMAHA, NE",NE,"SEDLACEK, MICHAEL J","","51,488","","1 ,936","53,423"
"SEECHARRAN, BONNIE V","MIDDLETOWN, NY",NY,"SEECHARRAN, BONNIE V","","7,734","",9,"7,744"
"SEEGER, GREGORY L","ROCHESTER, NY",NY,"SEEGER, GREGORY L","","11,200","",419,"11,619"
"SEEMAN, LAURA A","AUBURN, CA",CA,"SEEMAN, LAURA A","3,450","","",77,"3,527"
"SEETHARAMAN, KALA","WORCESTER, MA",MA,"SEETHARAMAN, KALA","","","1,719","","1,719"
"SEGAL-ELAZAR, SHARON","TAMPA, FL",FL,"SEGAL-ELAZAR, SHARON","27,369","","","4 ,773","32,142"
"SEGEL, SCOTT A","JACKSONVILLE, FL",FL,"SEGEL, SCOTT A","","2,794","",182,"2,976"
"SEGOVIA, FERNANDO","ENGLEWOOD, NJ",NJ,"SEGOVIA, FERNANDO","","6,684","","","6,684"
"SEHGAL, RAJESH","OAK LAWN, IL",IL,"SEHGAL, RAJESH","","16,234","",915,"17,149"
"SEIBOLD, CAROLYN J","CHOCTAW, OK",OK,"SEIBOLD, CAROLYN J","14,419","","","2 ,301","16,719"
"SEIDMAN, ANDREW D","NEW YORK, NY",NY,"SEIDMAN, ANDREW D","","30,450","19,875","6 ,626","56,951"
"SEIGEL, PAUL H","MIAMI, FL",FL,"SEIGEL, PAUL H","","1,834","","","1,834"
"SEILER, SIGMUND P","MIDLOTHIAN, VA",VA,"SEILER, SIGMUND P","","7,950","",171,"8,121"
SELECT SEMINARS,"MOYOCK, NC",NC,"ROCK, NANCY E","37,294","","","7 ,813","45,106"
"SELEY, JANE J","NEW YORK, NY",NY,"SELEY, JANE J","","",250,"",250
"SELF, STANLEY D","RUSK, TX",TX,"SELF, STANLEY D","","52,275","","5 ,885","58,160"
"SELTZER, DAVID A","CINCINNATI, OH",OH,"SELTZER, DAVID A","","15,300","","","15,300"
SELZNICK CONSULTING,"LONGWOOD, FL",FL,"SELZNICK, STEVE","","23,550","","4 ,707","28,257"
"SENG, MICHAEL L","SHEFFIELD VILLAGE, OH",OH,"SENG, MICHAEL L","","49,688","1 9,875","5 ,396","74,958"
SENIOR CARE OF COLORADO P.C.,"AURORA, CO",CO,"MCCARTNEY, ROBERT D","","10,825","",652,"11,477"
"SEQUEIRA, MARK T","MAYFIELD HEIGHTS, OH",OH,"SEQUEIRA, MARK T","","4,334","","","4,334"
"SERAFIN, ANGELA M","WASHINGTON BORO, PA",PA,"SERAFIN, ANGELA M","2,906","","",473,"3,379"
"SERRA, MICHAEL","MORRISTOWN, NJ",NJ,"SERRA, MICHAEL","","3 ,056","",813,"3,869"
"SESHIAH, PUVINARAYNAN","CINCINNATI, OH",OH,"SESHIAH, PUVINARAYNAN","","14,384","",46,"14,430"
"SETHI, HANISH","CINCINNATI, OH",OH,"SETHI, HANISH","","51,900","","4 ,838","56,738"
"SETHI, VIRENDER","HACKENSACK, NJ",NJ,"SETHI, VIRENDER","","3,384","","","3,384"
"SEXTON, LARRY C","BENTON, ME",ME,"SEXTON, LARRY C","","5 ,100","",240,"5,340"
"SHABSIGH, RIDWAN","NEW YORK, NY",NY,"SHABSIGH, RIDWAN","","","5,188","","5,188"
"SHACKSON, JAMES B","CINCINNATI, OH",OH,"SHACKSON, JAMES B","","9 ,925","",111,"10,036"
"SHAEFER, CHARLES F","AUGUSTA, GA",GA,"SHAEFER, CHARLES F","","25,188",750,"","25,938"
"SHAFQAT, ATIF","INDIANAPOLIS, IN",IN,"SHAFQAT, ATIF","","","1,875",117,"1,992"
"SHAFTIC, ANNE M","TEANECK, NJ",NJ,"SHAFTIC, ANNE M","","7 ,263",938,743,"8,943"
"SHAH, ANIL S","BELLEVILLE, IL",IL,"SHAH, ANIL S","","11,984","",147,"12,131"
"SHAH, ASIM A","HOUSTON, TX",TX,"SHAH, ASIM A","","51,300","","4 ,803","56,103"
"SHAH, DHARAMSI D","EAST ORANGE, NJ",NJ,"SHAH, DHARAMSI D","","12,850","",320,"13,170"
"SHAH, GOPI Y","COLUMBIA, SC",SC,"SHAH, GOPI Y","","13,684",625,"","14,309"
"SHAH, JAGDISH V","ROCK HILL, SC",SC,"SHAH, JAGDISH V","","12,850","",554,"13,404"
"SHAH, MAYANK K","MARION, OH",OH,"SHAH, MAYANK K","","8,584","",46,"8,630"
"SHAH, MUKESH R","COLUMBUS, OH",OH,"SHAH, MUKESH R","","8,884","","","8,884"
"SHAH, RAKESH R","LANGHORNE, PA",PA,"SHAH, RAKESH R","","13,834","",61,"13,895"
"SHAH, SAILESH N","SACRAMENTO, CA",CA,"SHAH, SAILESH N","","15,434","","","15,434"
"SHAHEEN, WASSIM H","WICHITA, KS",KS,"SHAHEEN, WASSIM H","","11,134","","","11,134"
"SHAIKH, SAEED R","INDIANAPOLIS, IN",IN,"SHAIKH, SAEED R","","7,784","",49,"7,833"
Entity Paid,"","",Provider of Service,Payments*(All Amounts  in US Dollars)* Payments for reimbursed expenses are not compensation.,"","","",""
Name,Location,State,Name,Patient Education Programs,Healthcare Professional Education Programs,Advising/Consulting & International Education Programs,Certain Travel-Related Expenses,2010 Total
"SHAILESH C. ZAVERI, MD","MATTOON, IL",IL,"ZAVERI, SHAILESH C","","3,484","","","3,484"
"SHAILESH M. ASAIKAR, MD INC.","SACRAMENTO, CA",CA,"ASAIKAR, SHAILESH M","","13,925","","2 ,282","16,207"
"SHAILY JAIN, PLLC","LAS VEGAS, NV",NV,"JAIN, SHAILY","","18,750","","","18,750"
"SHAKNOVITCH, ALEXANDER","NEW YORK, NY",NY,"SHAKNOVITCH, ALEXANDER","",84,"","",84
"SHALEV, YOSEPH","MILWAUKEE, WI",WI,"SHALEV, YOSEPH","","3,384",625,15,"4,024"
"SHAMOSH, STEVEN E","WATERTOWN, NY",NY,"SHAMOSH, STEVEN E","14,063","","","5 ,768","19,831"
"SHANI V. DAVIS, ARNP, BC, CDE, INC.","TAMPA, FL",FL,"DAVIS, SHANI V","8,444","1,238","3,000","2 ,259","14,941"
"SHANMUGAM, AIYANADAR","COLLEGE STATION, TX",TX,"SHANMUGAM, AIYANADAR","","5,531","",993,"6,524"
"SHAO, SPENCER H","PORTLAND, OR",OR,"SHAO, SPENCER H","","","1,875",113,"1,988"
"SHAPIRO, JOAN R","DENVER, CO",CO,"SHAPIRO, JOAN R","","40,425","2,000","2 ,585","45,010"
"SHAPIRO, LORIE M","HOUSTON, TX",TX,"SHAPIRO, LORIE M","","5,588","","","5,588"
"SHARE, JEROLD M","WASHINGTON, DC",DC,"SHARE, JEROLD M","","11,006","",29,"11,035"
"SHARMA, MADAN","BEVERLY HILLS, CA",CA,"SHARMA, MADAN","","4,484","","","4,484"
"SHARMA, RAKESH K","EL DORADO, AR",AR,"SHARMA, RAKESH K","","44,084","","6 ,807","50,891"
"SHARMA, SANJAY","FULLERTON, CA",CA,"SHARMA, SANJAY","","","1,500",192,"1,692"
"SHARON HAUSMAN-COHEN, MD","AUSTIN, TX",TX,"HAUSMAN-COHEN, SHARON R","","51,375","","4 ,545","55,920"
"SHARP, CHARLES F","PASADENA, CA",CA,"SHARP, CHARLES F","","15,913","",166,"16,078"
"SHARP, NANNETTE Y","LAKE HAVASU CITY, AZ",AZ,"SHARP, NANNETTE Y","2,963","","",23,"2,985"
"SHARPE, JOSEPH M","NASHVILLE, TN",TN,"SHARPE, JOSEPH M","","35,938","","2 ,707","38,645"
"SHARPTON, HOBERT J","CULLMAN, AL",AL,"SHARPTON, HOBERT J","","6,375","",130,"6,505"
"SHARTEL, JOANN","LA JOLLA, CA",CA,"SHARTEL, JOANN","7,788","","","1 ,328","9,116"
"SHAW, DINESH","ALEXANDRIA, LA",LA,"SHAW, DINESH","","2,284","","","2,284"
"SHAW, JOHN T","NASHVILLE, TN",TN,"SHAW, JOHN T","","1,300",500,"","1,800"
"SHAWNA WEISLER, MD (A MEDICAL CORP)","WOODLAND HILLS, CA",CA,"WEISLER, SHAWNA L","","8,119","","","8,119"
"SHAYA, ELIAS K","BALTIMORE, MD",MD,"SHAYA, ELIAS K","","39,100","","6 ,616","45,716"
"SHEA, MICHAEL J","ANN ARBOR, MI",MI,"SHEA, MICHAEL J","","7,784","1,500",277,"9,562"
"SHEARER, LUZ-ELENA","TUCSON, AZ",AZ,"SHEARER, LUZ-ELENA","46,381","","10,155","26,128","82,665"
"SHEEHAN, DAVID V","TAMPA, FL",FL,"SHEEHAN, DAVID V","","","9,500",100,"9,600"
"SHEEHAN, MICHAEL T","WESTON, WI",WI,"SHEEHAN, MICHAEL T","","16,256","",438,"16,694"
"SHEERAN, SANDRA","SANDOWN, NH",NH,"SHEERAN, SANDRA","2,831","","",174,"3,005"
"SHEHI, MICHAEL","GADSDEN, AL",AL,"SHEHI, MICHAEL","","48,000","3,000","6 ,165","57,165"
"SHEIKH, ZIA M","OLEAN, NY",NY,"SHEIKH, ZIA M","","22,306","1,000","1 ,342","24,648"
"SHELDON, WILLIAM S","ELYRIA, OH",OH,"SHELDON, WILLIAM S","","9,434","",330,"9,765"
"SHELTON, CATHERINE","TYLER, TX",TX,"SHELTON, CATHERINE","","11,950","","","11,950"
"SHELTON, TANYA C","BIRMINGHAM, AL",AL,"SHELTON, TANYA C","3,250",919,"","1 ,249","5,418"
"SHEPHERD, MARGARET","PHILADELPHIA, PA",PA,"SHEPHERD, MARGARET","","","1,719",180,"1,899"
"SHER, RONALD F","TOWSON, MD",MD,"SHER, RONALD F","","6,034","",24,"6,058"
"SHERIF NASEF, MD PLLC","LAKE HAVASU CITY, AZ",AZ,"NASEF, SHERIF A","","2,338","",18,"2,356"
"SHERIS, STEVEN J","NEW PROVIDENCE, NJ",NJ,"SHERIS, STEVEN J","","5,584","",26,"5,611"
"SHERLEKER, SANDEEP","WALDORF, MD",MD,"SHERLEKER, SANDEEP","","12,675","","","12,675"
SHERMAN HEART GROUP,"SHERMAN, TX",TX,"KARIM, MOHAMMED A","","7,784","",159,"7,943"
"SHERRADEN, TERRY W","TALLAHASSEE, FL",FL,"SHERRADEN, TERRY W","","24,206","",700,"24,906"
"SHERRI A. CADDY, RD, CDE, LLC.","LAKE HAVASU CITY, AZ",AZ,"CADDY, SHERRI","2,006","","",341,"2,348"
SHERRY DEMILT LLC,"WATERFORD, VA",VA,"DEMILT, SHERYL L","16,256","","","1 ,814","18,070"
"SHERRY, STEPHEN H","MONTCLAIR, NJ",NJ,"SHERRY, STEPHEN H","","8,006","",51,"8,057"
"SHERZOY, ALI A","YONKERS, NY",NY,"SHERZOY, ALI A","","5,184","","","5,184"
"SHETH, MANISH V","SAN DIEGO, CA",CA,"SHETH, MANISH V","","1,200","1,250",85,"2,535"
"SHETH, MOHIT K","EVANSVILLE, IN",IN,"SHETH, MOHIT K","","2,634","","","2,634"
"SHETTY, RAJENDRA R","LANHAM, MD",MD,"SHETTY, RAJENDRA R","","",625,"",625
"SHEWBRIDGE, RICHARD K","MEDINA, OH",OH,"SHEWBRIDGE, RICHARD K","","1,750","",24,"1,774"
"SHIELA IRICK, MD, LLC","FISHERS, IN",IN,"IRICK, SHIELA I","","48,238","","5 ,372","53,609"
"SHIFRIN, GARY S","ATLANTIS, FL",FL,"SHIFRIN, GARY S","",84,"","",84
"SHIRAI, KEISUKE","CHARLESTON, SC",SC,"SHIRAI, KEISUKE","",113,"","",113
"SHLOFMITZ, RICHARD A","ROSLYN, NY",NY,"SHLOFMITZ, RICHARD A","","13,834","","","13,834"
"SHOMALI, MANSUR E","BALTIMORE, MD",MD,"SHOMALI, MANSUR E","","10,031","",561,"10,592"
"SHORKEY, LYNN","MIDLAND, MI",MI,"SHORKEY, LYNN","8,850","","","1 ,008","9,858"
"SHORT, DANIEL K","LA CROSSE, WI",WI,"SHORT, DANIEL K","","2,700","","","2,700"
Entity Paid,"","",Provider of Service,Payments*(All Amounts  in US Dollars)* Payments for reimbursed expenses are not compensation.,"","","",""
Name,Location,State,Name,Patient Education Programs,Healthcare Professional Education Programs,Advising/Consulting & International Education Programs,Certain Travel-Related Expenses,2010 Total
SHOSAMANA INC.,"MESA, AZ",AZ,"ZIV, GAIL S","1,013","","","","1,013"
"SHOTTS, LISA F","CABOT, AR",AR,"SHOTTS, LISA F","6,713","","","1 ,718","8,430"
"SHOUKFEH, FAWWAZ F","LUBBOCK, TX",TX,"SHOUKFEH, FAWWAZ F","","2,284","","","2,284"
"SHOULTZ, CHARLES A","WACO, TX",TX,"SHOULTZ, CHARLES A","","8,950","","","8,950"
"SHREWSBURY, JANET","PRINCETON, WV",WV,"SHREWSBURY, JANET","10,556","","","4 ,553","15,109"
"SHUEY, LING C","TAKOMA PARK, MD",MD,"SHUEY, LING C","","",250,"",250
"SHURMUR, SCOTT W","OMAHA, NE",NE,"SHURMUR, SCOTT W","","24,384","",570,"24,955"
"SHWIDE-SLAVIN, CLAUDIA","NEW YORK, NY",NY,"SHWIDE-SLAVIN, CLAUDIA","14,788",863,"36,250","3 ,067","54,967"
"SIA, AMELIA","DAYTONA BEACH, FL",FL,"SIA, AMELIA","5,363","","",902,"6,264"
"SIACHOS, ARTHUR T","GREENVILLE, SC",SC,"SIACHOS, ARTHUR T","","31,109","","1 ,103","32,213"
"SICARD, LINDA L","NEW YORK, NY",NY,"SICARD, LINDA L","11,644","","",484,"12,127"
"SICAT, JEFFREY M","MIDLOTHIAN, VA",VA,"SICAT, JEFFREY M","","4,781","",129,"4,910"
"SID ACHARYA, M.D., PA","TEXAS CITY, TX",TX,"ACHARYA, SIDDHARTH A","",84,"","",84
"SIDDIQI, SIRAJ U","GAINESVILLE, FL",FL,"SIDDIQI, SIRAJ U","","1,200","","","1,200"
"SIDDIQUI, WAQAR A","STATEN ISLAND, NY",NY,"SIDDIQUI, WAQAR A","","3,925","",210,"4,135"
"SIDKY, ADEL M","BOYNTON BEACH, FL",FL,"SIDKY, ADEL M","","3,484","","","3,484"
"SIEDLINSKI, MELANIE","EVERGREEN PARK, IL",IL,"SIEDLINSKI, MELANIE",150,"","","",150
"SIEGEL, JERRY","GAHANNA, OH",OH,"SIEGEL, JERRY","","","2,625",163,"2,788"
"SIEGEL, LORI B","NORTH CHICAGO, IL",IL,"SIEGEL, LORI B","","9,450","",100,"9,550"
SIERRA ENDOCRINE ASSOCIATES MEDICAL GROUP,"FRESNO, CA",CA,"HAWKINS, JOSEPH B","","15,494","",193,"15,686"
"SIERRA ZORITA, RADAMES","HATO REY, PR",PR,"SIERRA ZORITA, RADAMES","",675,"","",675
"SIETSEMA, DEBRA L","GRAND RAPIDS, MI",MI,"SIETSEMA, DEBRA L",863,"27,500","3,813","3 ,770","35,945"
"SIGAL HEART CENTER, P.A.","TYLER, TX",TX,"SIGAL, STEPHEN L","",84,"","",84
"SIKOV, WILLIAM M","PROVIDENCE, RI",RI,"SIKOV, WILLIAM M","",113,"","",113
"SILBERSTEIN, PETER T","OMAHA, NE",NE,"SILBERSTEIN, PETER T","","23,400","","1 ,135","24,535"
"SILVA, MELINDA L","LONG BEACH, CA",CA,"SILVA, MELINDA L","","5,275","",68,"5,343"
"SILVER, MITCHELL J","ATHENS, OH",OH,"SILVER, MITCHELL J","","11,084","",135,"11,220"
"SILVERMAN, PAUL R","OAK LAWN, IL",IL,"SILVERMAN, PAUL R","","2,284","","","2,284"
"SILVERSTEIN, BRUCE N","LIVERPOOL, NY",NY,"SILVERSTEIN, BRUCE N","",556,"",25,581
"SILVERSTEIN, BURTON V","GAINESVILLE, FL",FL,"SILVERSTEIN, BURTON V","","7,784","",337,"8,121"
"SILVIA, PAMELA","SALISBURY, MD",MD,"SILVIA, PAMELA","3,769","","",187,"3,956"
"SIMCHAK, ANTHONY C","CRAWFORDSVILLE, IN",IN,"SIMCHAK, ANTHONY C","","5,450","",106,"5,556"
"SIMENSON, STEVEN T","RAMSEY, MN",MN,"SIMENSON, STEVEN T","","","1,094",109,"1,203"
"SIMINERIO, LINDA","PITTSBURGH, PA",PA,"SIMINERIO, LINDA","","","2,813",32,"2,845"
"SIMON, CLAUDE D","NEW YORK, NY",NY,"SIMON, CLAUDE D","","6,684","",231,"6,915"
"SIMON, DANIEL I","CLEVELAND, OH",OH,"SIMON, DANIEL I","","","1,094","","1,094"
"SIMON, GEORGE R","CHARLESTON, SC",SC,"SIMON, GEORGE R","","8,550",375,798,"9,723"
"SIMON, STEVEN M","LEAWOOD, KS",KS,"SIMON, STEVEN M","","48,650","","3 ,187","51,837"
"SIMONS, ALAN J","SYRACUSE, NY",NY,"SIMONS, ALAN J","","11,084",625,783,"12,492"
"SIMONS, RICHARD P","SEAFORD, DE",DE,"SIMONS, RICHARD P","","1,784","","","1,784"
"SIMPSON, DAVID M","NEW YORK, NY",NY,"SIMPSON, DAVID M","","41,588","3,000","2 ,034","46,621"
"SIMPSON, PATRICK J","PINEHURST, NC",NC,"SIMPSON, PATRICK J","","19,634","","2 ,264","21,898"
"SINGAL, ROBERT S","PLANTATION, FL",FL,"SINGAL, ROBERT S","","3,156","",108,"3,264"
"SINGERMAN, BURTON","WAYNESBURG, PA",PA,"SINGERMAN, BURTON","",600,"","",600
"SINGH, ANIL K","CUMBERLAND, MD",MD,"SINGH, ANIL K","","5,184","",20,"5,204"
"SINGH, DEEPAK","SAINT PETERSBURG, FL",FL,"SINGH, DEEPAK","","3,431","",93,"3,525"
"SINGH, HARVINDER","GLEN BURNIE, MD",MD,"SINGH, HARVINDER","","3,438","",80,"3,518"
"SINGH, HARVINDER P","GRAND RAPIDS, MI",MI,"SINGH, HARVINDER P","","15,484","",101,"15,586"
"SINGH, MANMOHAN","DES MOINES, IA",IA,"SINGH, MANMOHAN","","54,075","","7 ,139","61,214"
"SINGH, PRADEEP K","LOUISVILLE, KY",KY,"SINGH, PRADEEP K","","8,584","","","8,584"
"SINGH, RAJESH","SIOUX FALLS, SD",SD,"SINGH, RAJESH","","50,400","","2 ,565","52,965"
"SINGH, SANJAY","WAUKESHA, WI",WI,"SINGH, SANJAY","","30,334","",259,"30,593"
"SINGH, VIBHUTI N","SAINT PETERSBURG, FL",FL,"SINGH, VIBHUTI N","","1,409","","","1,409"
"SINHA, ANJAN K","INDIANAPOLIS, IN",IN,"SINHA, ANJAN K","","","6,750","","6,750"
"SINHA, SHANTANU","LANCASTER, OH",OH,"SINHA, SHANTANU","","16,584","",95,"16,679"
"SINNEMA, JANET M","AZUSA, CA",CA,"SINNEMA, JANET M","7,838","","",628,"8,465"
"SINOPOLI, JOSEPH","NORTH READING, MA",MA,"SINOPOLI, JOSEPH","","","2,000",270,"2,270"
Entity Paid,"","",Provider of Service,Payments*(All Amounts  in US Dollars)* Payments for reimbursed expenses are not compensation.,"","","",""
Name,Location,State,Name,Patient Education Programs,Healthcare Professional Education Programs,Advising/Consulting & International Education Programs,Certain Travel-Related Expenses,2010 Total
"SIRAJ, ELIAS S","PHILADELPHIA, PA",PA,"SIRAJ, ELIAS S","","","2,422",115,"2,537"
"SIRIS, ETHEL S","NEW YORK, NY",NY,"SIRIS, ETHEL S","","21,338","7,500","1 ,743","30,581"
"SIZEMORE, BYRON C","THOMASVILLE, GA",GA,"SIZEMORE, BYRON C","","14,184","",215,"14,400"
"SJOBERG, ROBERT J","DULUTH, MN",MN,"SJOBERG, ROBERT J","","4,031","",30,"4,061"
"SKELTON, ALTA M","INDIANAPOLIS, IN",IN,"SKELTON, ALTA M","5,875",919,"",208,"7,002"
"SKERO, JENNIFER L","MEDINA, OH",OH,"SKERO, JENNIFER L","3,206","","",308,"3,514"
"SKINNER, BARBARA","WILLINGBORO, NJ",NJ,"SKINNER, BARBARA","1,631","","",48,"1,679"
"SKINNER, TIMOLYNE A","HOLMDEL, NJ",NJ,"SKINNER, TIMOLYNE A","1,481","","","","1,481"
"SKLAR, MITCHEL A","PROVIDENCE, RI",RI,"SKLAR, MITCHEL A","","24,834","",237,"25,071"
"SKOR, DONALD A","SAINT LOUIS, MO",MO,"SKOR, DONALD A","","3,781","","","3,781"
SKY LLC,"SAINT LOUIS, MO",MO,"SKY, ADAM J","","51,463","7,750","5 ,833","65,045"
"SKYEDANCER, LP","DAYTON, OH",OH,"LICHOTA, LISA F","","38,700","3,000","2 ,123","43,823"
"SLATTERY, GINA M","BEAVER FALLS, PA",PA,"SLATTERY, GINA M","2,963","","",341,"3,304"
"SLEEP DOC, INC","PORTSMOUTH, RI",RI,"OWENS, JUDITH A","","10,600","1,250",303,"12,153"
"SLEPIAN, MARVIN J","TUCSON, AZ",AZ,"SLEPIAN, MARVIN J","","7,509","","","7,509"
"SLOANE, MARK","PORTAGE, MI",MI,"SLOANE, MARK","","52,425","2,375","3 ,375","58,175"
